USER: 1
Job W2	3.33333333333333	76.6666666666667
Job H2	3.25	77.5
Job L2	2.5	87.5
Job P2	4	72.5
Job S2	3.5	77.5
AVGS TOTAL	3.24690476190476	77.7714285714286

USER: 86
Job O2	2.25	72.5
Job Y1	2	80
Job P1	4	82.5
Job R1	3.5	70
Job A1	1.8	82
Job S1	3	74.2857142857143
Job L2	3	76
Job F1	3.25	77.5
Job V1	2.66666666666667	70
Job Q1	1.5	77.5
AVGS TOTAL	2.69666666666667	76.2285714285714

USER: 87
Job J2	3.14285714285714	75.7142857142857
Job N1	3.33333333333333	76.6666666666667
Job T2	3	78
Job C2	3.2	82
Job Z1	3.25	80
Job H2	2.875	73.75
Job K1	3.33333333333333	70
Job Q1	3.42857142857143	80
Job V2	3.33333333333333	80
Job S1	3.25	70
AVGS TOTAL	3.21464285714286	76.6130952380952

USER: 88
Job K2	2.25	72.5
Job L2	2.75	77.5
Job R1	2.71428571428571	75.7142857142857
Job W2	3	83.3333333333333
Job B2	2.25	77.5
Job O2	3	74
Job F2	4.33333333333333	83.3333333333333
Job I1	2.81818181818182	76.3636363636364
Job Y1	2.71428571428571	77.1428571428571
Job D2	3.33333333333333	80
AVGS TOTAL	2.91634199134199	77.7387445887446

USER: 89
Job Q1	2.25	82.5
Job C2	2.42857142857143	77.1428571428571
Job S1	2.6	70
Job D1	2.83333333333333	75
Job B1	3.75	80
Job V1	1.75	70
Job L1	3.33333333333333	75
Job A1	2.6	84
Job J2	2	80
Job L2	2.42857142857143	77.1428571428571
AVGS TOTAL	2.59738095238095	77.0785714285714

USER: 90
Job N1	2.66666666666667	76.6666666666667
Job T2	3.16666666666667	78.3333333333333
Job R1	3.83333333333333	78.3333333333333
Job K1	4.5	85
Job K2	3.5	80
Job Y1	2.4	76
Job X2	3.75	77.5
Job S2	2.8	78
Job P1	2.5	77.5
Job R2	1.33333333333333	73.3333333333333
AVGS TOTAL	3.045	78.0666666666667

USER: 91
Job Q1	2.4	84
Job C2	3.4	78
Job K1	3	80
Job J2	2	78.3333333333333
Job E1	3.33333333333333	80
Job D1	3.75	80
Job A1	1.83333333333333	76.6666666666667
Job O1	2.57142857142857	78.5714285714286
Job D2	3	80
Job N1	3.2	74
AVGS TOTAL	2.84880952380952	78.9571428571429

USER: 92
Job Q1	3.33333333333333	76.6666666666667
Job Z1	4	80
Job J2	3	73.3333333333333
Job V2	3.5	95
Job I1	4.125	75
Job C2	3.83333333333333	71.6666666666667
Job D2	4.6	78
Job L2	3.83333333333333	71.6666666666667
Job I2	4.16666666666667	76.6666666666667
Job V1	4	76
AVGS TOTAL	3.83916666666667	77.4

USER: 93
Job Q1	1.5	77.5
Job Z1	3	83.3333333333333
Job C2	2.75	81.25
Job I1	2.72727272727273	77.2727272727273
Job T2	2.66666666666667	80
Job D1	3.33333333333333	75
Job N1	3.14285714285714	77.1428571428571
Job J2	2.25	72.5
Job K1	2	73.3333333333333
Job G2	2.66666666666667	86.6666666666667
AVGS TOTAL	2.60367965367965	78.3998917748918

USER: 94
Job Q1	3.33333333333333	70
Job C2	3.16666666666667	76.6666666666667
Job D1	3.5	78.3333333333333
Job Z1	2.33333333333333	83.3333333333333
Job J2	3.75	72.5
Job T1	2.5	75
Job I2	2.66666666666667	70
Job K1	3.66666666666667	80
Job S1	2.5	77.5
Job G2	4.5	90
AVGS TOTAL	3.19166666666667	77.3333333333333

USER: 95
Job V2	4.5	90
Job S1	2.25	77.5
Job W2	3.5	80
Job C1	3.57142857142857	77.1428571428571
Job D1	3.16666666666667	73.3333333333333
Job K2	4.5	80
Job J2	3.75	80
Job Z1	3.25	80
Job L1	2.25	75
Job D2	2.4	78
AVGS TOTAL	3.31380952380952	79.097619047619

USER: 96
Job N1	3.14285714285714	78.5714285714286
Job Q1	2.66666666666667	73.3333333333333
Job Z1	3	76.6666666666667
Job I1	3.11111111111111	77.7777777777778
Job G2	4	75
Job R1	3.42857142857143	72.8571428571429
Job P1	2.8	70
Job K2	2.33333333333333	73.3333333333333
Job X2	3.2	72
Job C2	3.66666666666667	76.6666666666667
AVGS TOTAL	3.13492063492063	74.6206349206349

USER: 97
Job W2	3	82.5
Job D2	3.25	77.5
Job J2	2.6	72
Job C1	2.66666666666667	76.6666666666667
Job L2	3.4	80
Job I2	2.14285714285714	74.2857142857143
Job V2	2.66666666666667	86.6666666666667
Job W1	3.16666666666667	76.6666666666667
Job Z1	2.33333333333333	70
Job H2	3.25	77.5
AVGS TOTAL	2.84761904761905	77.3785714285714

USER: 98
Job P2	3.33333333333333	76.6666666666667
Job G2	2	86.6666666666667
Job R1	4.25	77.5
Job K2	1.6	72
Job B1	3.66666666666667	80
Job A2	1.33333333333333	73.3333333333333
Job F2	3	80
Job Q1	2.57142857142857	80
Job U2	2	80
Job X2	2.875	77.5
AVGS TOTAL	2.66297619047619	78.3666666666667

USER: 99
Job P2	2.5	76.6666666666667
Job X1	3.85714285714286	74.2857142857143
Job Q1	3.4	82
Job Z1	2.66666666666667	78.3333333333333
Job I2	3.8	78
Job T1	3	75.7142857142857
Job V2	2.33333333333333	80
Job J2	3.4	74
Job M1	2.4	84
Job G2	4	100
AVGS TOTAL	3.13571428571429	80.3

USER: 100
Job T1	3.71428571428571	77.1428571428571
Job C1	3	76
Job F2	3	77.5
Job L2	3	75.7142857142857
Job K2	3.5	70
Job Y1	2.75	77.5
Job P2	4	73.3333333333333
Job D2	3	70
Job O2	4.33333333333333	83.3333333333333
Job I2	2.66666666666667	73.3333333333333
AVGS TOTAL	3.29642857142857	75.3857142857143

